Price,Manufacturer,Model,Category,Engine volume,Mileage,Cylinders,Airbags,Manufacturer_encoded,Model_encoded,Has Turbo,Age,Category_encoded_1,Category_encoded_2,Fuel type_CNG,Fuel type_Diesel,Fuel type_LPG,Fuel type_Other,Fuel type_Petrol,Gear box type_1,Gear box type_2,Doors_2-3,Doors_4-5,Doors_>5,Wheel_Left wheel,Wheel_Right-hand drive
15681,HYUNDAI,Sonata,Sedan,2.0,1.0843968778662583,4.0,4,7,852,0,7,True,False,False,False,True,False,False,True,False,False,True,False,True,False
16308,VOLKSWAGEN,Jetta,Sedan,2.0,-0.38412255322771066,4.0,8,24,567,0,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
30000,NISSAN,X-Trail,Pickup,2.5,-1.4830702144369377,12.0,12,16,970,0,5,False,True,False,False,False,False,True,True,False,False,False,True,True,False
31913,HYUNDAI,Santa FE,Jeep,2.0,-0.5824116307376473,4.0,4,7,836,0,10,False,True,False,True,False,False,False,True,False,False,True,False,True,False
19757,TOYOTA,Prius,Sedan,1.8,2.1508147813077656,4.0,8,23,733,0,12,True,False,False,False,False,False,True,True,False,False,True,False,True,False
15681,VOLKSWAGEN,Passat,Sedan,2.5,0.48217483862042215,5.0,10,24,710,0,11,True,False,False,False,False,False,True,False,True,False,True,False,True,False
14009,TOYOTA,Aqua,Hatchback,1.5,-0.003736601136005373,4.0,4,23,138,0,11,True,False,False,False,False,True,False,True,False,False,True,False,True,False
14113,CHEVROLET,Cruze,Sedan,2.0,0.6391549029150503,4.0,10,2,327,1,9,True,False,False,True,False,False,False,False,True,False,True,False,True,False
35269,HYUNDAI,Tucson,Jeep,1.7,0.27868216268294127,4.0,4,7,926,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
19369,HYUNDAI,H1,Universal,2.5,1.2296470429122046,4.0,4,7,523,0,11,False,True,False,True,False,False,False,True,False,False,True,False,True,False
12544,CHEVROLET,Cruze,Sedan,1.4,-0.4642695971648014,4.0,0,2,327,0,9,True,False,False,False,False,False,True,True,False,False,True,False,True,False
14740,CHEVROLET,Cruze,Sedan,1.4,-0.5934293056205481,4.0,8,2,327,1,10,True,False,False,False,False,False,True,True,False,False,True,False,True,False
15367,HYUNDAI,Tucson,Jeep,2.0,-0.690437171278173,4.0,4,7,926,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
17249,TOYOTA,Prius,Hatchback,1.5,1.7787138881649431,4.0,8,23,733,0,15,True,False,False,False,False,True,False,True,False,False,True,False,True,False
21953,MERCEDES-BENZ,ML 350,Jeep,3.5,1.7322012765220902,6.0,12,13,632,0,17,False,True,False,False,True,False,False,False,True,False,True,False,True,False
12544,BMW,325,Sedan,2.5,0.5984563677275541,6.0,12,1,28,0,18,True,False,False,False,False,False,True,False,True,False,True,False,False,True
18817,BMW,330,Sedan,3.0,-0.738781217004463,6.0,12,1,36,0,12,True,False,False,False,False,False,True,False,True,False,True,False,True,False
47042,MERCEDES-BENZ,E 350,Sedan,3.0,-0.5934293056205481,6.0,12,13,369,1,12,True,False,False,True,False,False,False,False,True,False,True,False,True,False
15367,TOYOTA,Prius,Sedan,1.8,0.3804285006516817,4.0,10,23,733,0,13,True,False,False,False,False,True,False,True,False,False,True,False,True,False
20665,FORD,Fusion TITANIUM,Sedan,2.0,0.20600620699098382,4.0,0,5,481,1,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
16935,CHEVROLET,Cruze,Sedan,1.4,-1.5333765109669106,4.0,8,2,327,1,5,True,False,False,False,False,False,True,True,False,False,True,False,True,False
14426,FORD,Transit,Microbus,2.5,0.03158391333028595,4.0,4,5,913,0,24,True,False,False,True,False,False,False,False,True,False,True,False,True,False
10349,TOYOTA,Prius,Sedan,1.5,2.095581054981878,4.0,12,23,733,0,13,True,False,False,False,False,True,False,True,False,False,True,False,True,False
19757,HYUNDAI,Elantra,Sedan,1.8,-0.10504688337059406,4.0,6,7,395,0,7,True,False,False,False,False,False,True,False,True,False,False,True,True,False
12858,TOYOTA,Prius,Hatchback,1.5,0.8019490436650349,4.0,4,23,733,0,16,True,False,False,False,False,True,False,True,False,False,True,False,True,False
11290,NISSAN,Tiida,Sedan,1.8,-0.884133128388378,4.0,6,16,908,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
44711,HYUNDAI,Santa FE,Jeep,2.0,0.37304462355337886,4.0,4,7,836,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
10349,TOYOTA,Ist,Sedan,1.3,0.5257804120355967,4.0,6,23,564,0,20,True,False,False,False,False,False,True,True,False,False,True,False,False,True
13172,CHEVROLET,Spark,Sedan,1.0,-1.274868136570618,4.0,4,2,874,0,6,True,False,False,False,False,False,True,True,False,False,True,False,True,False
19610,HYUNDAI,Genesis,Coupe,2.0,-0.24426494409410776,4.0,4,7,512,0,13,True,False,False,False,False,False,True,True,False,False,True,False,True,False
35234,JEEP,Compass,Jeep,2.4,-1.1740229804524578,4.0,4,9,298,0,12,False,True,False,False,False,False,True,True,False,False,True,False,True,False
15053,HYUNDAI,Sonata,Sedan,2.4,-1.7562445966918674,4.0,0,7,852,0,8,True,False,False,False,False,False,True,True,False,False,True,False,True,False
32929,MITSUBISHI,L 200,Jeep,2.5,0.20600620699098382,4.0,2,15,597,0,16,False,True,False,True,False,False,False,False,True,False,True,False,True,False
21326,LEXUS,CT 200h,Hatchback,1.8,-0.3317958651295013,4.0,10,11,239,0,11,True,False,False,False,False,True,False,True,False,False,True,False,True,False
14740,FORD,Fusion,Sedan,2.5,-1.1603017600178163,4.0,12,5,472,0,7,True,False,False,False,False,False,True,False,True,False,True,False,True,False
41387,HYUNDAI,H1,Minivan,2.5,-0.15462642034364743,4.0,4,7,523,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
19444,SUBARU,XV,Jeep,2.0,1.8776258638616972,4.0,0,21,1003,0,8,False,True,False,False,False,False,True,True,False,False,True,False,True,False
14113,SUBARU,Forester,Jeep,2.5,-0.03382444679247576,4.0,6,21,462,0,12,False,True,False,False,False,False,True,False,True,False,True,False,True,False
10036,BMW,X5,Jeep,3.0,1.2626273916052149,6.0,0,1,981,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
15210,FORD,Transit,Goods wagon,2.2,2.3862848777497074,4.0,2,5,913,1,13,True,False,False,True,False,False,False,False,True,False,True,False,True,False
16621,TOYOTA,Prius,Sedan,1.8,2.383377839522029,4.0,8,23,733,0,12,True,False,False,False,False,True,False,True,False,False,True,False,True,False
10663,TOYOTA,Prius,Hatchback,1.5,1.3319747885264805,4.0,8,23,733,0,15,True,False,False,False,False,True,False,True,False,False,True,False,True,False
13172,TOYOTA,Aqua g soft leather sele,Hatchback,1.5,0.13333025129902637,4.0,8,23,143,0,10,True,False,False,False,False,True,False,True,False,False,True,False,False,True
12544,NISSAN,Elgrand,Minivan,3.5,0.42403407406685617,6.0,12,16,413,0,24,False,True,False,False,False,False,True,False,True,False,True,False,False,True
42987,HYUNDAI,Sonata,Sedan,2.0,-0.9876527596760021,4.0,4,7,852,0,8,True,False,False,False,False,False,True,True,False,False,True,False,True,False
17876,TOYOTA,Prius V,Hatchback,1.8,-1.5507751347595653,4.0,8,23,754,0,11,True,False,False,False,False,True,False,True,False,False,True,False,True,False
24462,CHEVROLET,Malibu,Sedan,1.5,-0.6886348075770123,4.0,12,2,646,1,7,True,False,False,False,False,False,True,False,True,False,True,False,True,False
20266,HYUNDAI,Elantra,Sedan,1.6,0.5716534752683602,4.0,4,7,395,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
10192,BMW,114,Sedan,2.0,-1.1998084095319643,4.0,12,1,2,0,5,True,False,False,False,False,False,True,True,False,False,True,False,True,False
13000,KIA,Optima,Sedan,2.0,-1.7562445966918674,4.0,0,10,683,0,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
33243,HYUNDAI,Tucson,Jeep,1.7,-0.15737357146880343,4.0,4,7,926,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
31831,LEXUS,RX 400,Jeep,3.3,0.7874138525266434,6.0,12,11,800,0,15,False,True,False,False,False,True,False,True,False,False,True,False,True,False
40340,SSANGYONG,REXTON,Jeep,2.2,0.3801087264466371,4.0,4,20,792,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
17923,CHEVROLET,Malibu,Sedan,2.0,0.05469486724032842,4.0,4,2,646,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
29793,BMW,535,Sedan,3.0,0.8536071129708783,6.0,6,1,79,1,13,True,False,False,False,False,False,True,False,True,False,True,False,True,False
10349,MERCEDES-BENZ,Sprinter,Microbus,3.2,-0.30272548285271833,6.0,1,13,879,0,23,True,False,False,False,False,False,True,False,True,False,True,False,True,False
10663,BMW,320,Coupe,2.0,0.30775254495972426,4.0,4,1,22,1,22,True,False,False,True,False,False,False,False,True,True,False,False,True,False
15210,TOYOTA,Aqua,Hatchback,1.5,0.2641469715445498,4.0,2,23,138,0,9,True,False,False,False,False,True,False,True,False,False,True,False,False,True
46101,LEXUS,ES 300,Sedan,2.5,-0.6370348790357226,4.0,12,11,385,0,9,True,False,False,False,False,True,False,True,False,False,True,False,True,False
14113,FORD,Transit,Goods wagon,2.5,1.0054417196025158,4.0,6,5,913,1,23,True,False,False,True,False,False,False,False,True,False,True,False,True,False
14426,KIA,Sportage,Jeep,2.0,-0.8114571726964205,4.0,5,10,875,1,11,False,True,False,True,False,False,False,False,True,False,True,False,True,False
10036,BMW,320 DIESEL,Sedan,2.0,2.31360892205775,4.0,8,1,24,1,21,True,False,False,True,False,False,False,False,True,False,True,False,True,False
10976,TOYOTA,Vitz,Hatchback,1.5,0.0025135310535029675,4.0,2,23,959,0,18,True,False,False,False,False,False,True,False,True,False,True,False,False,True
17249,HONDA,Cr-v,Jeep,2.4,-0.0410920423616715,4.0,6,6,320,0,18,False,True,False,False,False,False,True,True,False,False,True,False,True,False
34811,LEXUS,RX 450,Jeep,3.5,-1.7562445966918674,6.0,12,11,805,0,7,False,True,False,False,False,True,False,True,False,False,True,False,True,False
25810,HYUNDAI,Santa FE,Jeep,2.0,1.1037577524625959,4.0,4,7,836,0,11,False,True,False,True,False,False,False,True,False,False,True,False,True,False
15053,HONDA,Insight,Sedan,1.3,0.7598260597459764,4.0,8,6,558,0,14,True,False,False,False,True,False,False,False,True,False,True,False,True,False
12074,KIA,Sportage,Sedan,2.4,-1.7164036377815364,4.0,12,10,875,0,3,True,False,False,False,False,False,True,True,False,True,False,False,True,False
24462,AUDI,A5,Coupe,3.2,-0.30272548285271833,6.0,6,0,118,0,14,True,False,False,False,False,False,True,False,True,True,False,False,True,False
40471,HYUNDAI,Santa FE,Jeep,2.0,0.30775254495972426,4.0,4,7,836,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
36065,BMW,X6,Jeep,3.5,1.2670751600935626,6.0,12,1,999,1,12,False,True,False,False,False,False,True,False,True,False,True,False,True,False
31361,BMW,X5,Jeep,3.0,1.0400645448941643,6.0,0,1,981,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
14269,HONDA,FIT Sport,Hatchback,1.5,1.1217232487096478,4.0,0,6,446,0,14,True,False,False,False,False,False,True,True,False,False,True,False,True,False
19601,TOYOTA,Camry SE,Sedan,2.5,-0.4267397336454745,4.0,8,23,263,0,9,True,False,False,False,False,False,True,True,False,False,True,False,True,False
17876,HONDA,Cr-v,Jeep,2.4,-0.012021660084888523,4.0,8,6,320,0,12,False,True,False,False,False,False,True,False,True,False,True,False,True,False
16766,CHEVROLET,Cruze,Sedan,1.8,-0.6181972713203673,4.0,4,2,327,0,9,True,False,False,False,False,False,True,True,False,False,True,False,True,False
30734,TOYOTA,Camry,Sedan,2.5,-0.8114571726964205,4.0,12,23,257,0,10,True,False,False,False,False,True,False,True,False,False,True,False,True,False
23521,TOYOTA,Prius V,Minivan,1.8,1.3252159246471287,4.0,10,23,754,0,10,False,True,False,False,False,True,False,True,False,False,True,False,True,False
39829,TOYOTA,Camry,Sedan,2.5,-1.6962142572903105,4.0,12,23,257,0,3,True,False,False,False,False,False,True,True,False,False,True,False,True,False
12513,KIA,Carnival,Minivan,2.2,-0.2904868519141927,4.0,4,10,282,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
17249,CHEVROLET,Cruze,Sedan,1.4,0.714737896834686,4.0,10,2,327,1,9,True,False,False,False,False,False,True,False,True,False,True,False,True,False
15053,TOYOTA,Aqua,Hatchback,1.5,0.9473009550489498,4.0,0,23,138,0,10,True,False,False,False,False,True,False,True,False,False,True,False,False,True
11274,HYUNDAI,Elantra,Sedan,1.6,1.1279007049434642,4.0,4,7,395,0,13,True,False,False,False,False,False,True,True,False,False,True,False,True,False
21000,VOLKSWAGEN,Jetta,Sedan,1.8,-0.7823867904196375,4.0,12,24,567,0,8,True,False,False,False,False,False,True,False,True,False,True,False,False,True
28532,HYUNDAI,Elantra,Sedan,1.6,-0.3841080180365723,4.0,4,7,395,0,7,True,False,False,False,False,False,True,True,False,False,True,False,True,False
18189,DODGE,Dart GT 2.4,Sedan,2.4,-1.0585554220490758,4.0,4,3,340,0,8,True,False,False,False,False,False,True,True,False,False,True,False,True,False
10976,TOYOTA,Prius,Sedan,1.5,1.7596001118179583,4.0,6,23,733,0,15,True,False,False,False,False,True,False,True,False,False,True,False,True,False
12607,TOYOTA,Aqua,Hatchback,1.5,0.5281060426177393,4.0,4,23,138,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
36065,FORD,Transit,Microbus,2.2,0.3114735538911525,4.0,2,5,913,1,9,True,False,False,True,False,False,False,False,True,False,True,False,True,False
10986,HYUNDAI,Elantra,Sedan,1.6,0.1199578754517062,4.0,4,7,395,0,16,True,False,False,False,False,False,True,True,False,False,True,False,True,False
15681,TOYOTA,Ist,Hatchback,1.8,-0.3172606739911098,4.0,0,23,564,0,12,True,False,False,False,False,False,True,True,False,False,True,False,True,False
29087,HYUNDAI,H1,Minivan,2.5,0.45310445634363916,4.0,4,7,523,0,9,False,True,False,True,False,False,False,True,False,False,True,False,True,False
10349,BMW,X5,Jeep,3.0,-1.7562445966918674,6.0,0,1,981,0,9,False,True,False,True,False,False,False,True,False,False,True,False,True,False
22357,SSANGYONG,Actyon,Jeep,2.0,0.09923069288835994,4.0,4,20,132,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
15470,NISSAN,March,Hatchback,1.2,-1.0876258043258589,4.0,4,16,650,0,10,True,False,False,False,False,False,True,True,False,False,True,False,True,False
19974,HYUNDAI,Elantra,Sedan,1.6,0.3478260669282696,4.0,4,7,395,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
15681,HYUNDAI,Elantra,Sedan,1.8,-0.14132672045201922,4.0,0,7,395,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
14113,CHEVROLET,Cruze,Sedan,1.4,0.5228733738079183,4.0,8,2,327,1,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
18776,HYUNDAI,Elantra,Sedan,1.6,-1.001940852565041,4.0,4,7,395,0,8,True,False,False,True,False,False,False,True,False,False,True,False,True,False
19121,HYUNDAI,Elantra,Sedan,1.6,0.17318574540049583,4.0,4,7,395,0,12,True,False,False,False,False,False,True,True,False,False,True,False,True,False
43576,SSANGYONG,Actyon,Jeep,1.6,-1.272789604237828,4.0,4,20,132,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
33243,AUDI,A3 PREMIUM,Sedan,1.8,-1.2039073334329906,4.0,10,0,110,1,8,True,False,False,False,False,False,True,False,True,False,True,False,True,False
12544,TOYOTA,Prius,Sedan,1.5,2.5476836401504066,4.0,12,23,733,0,7,True,False,False,False,False,True,False,True,False,False,True,False,True,False
13799,HONDA,Insight,Sedan,1.3,0.33682292723650725,4.0,10,6,558,0,12,True,False,False,False,False,True,False,False,True,False,True,False,True,False
19874,SSANGYONG,Korando,Jeep,2.0,0.8575897553427976,4.0,4,20,596,0,11,False,True,False,True,False,False,False,True,False,False,True,False,True,False
21953,TOYOTA,Prius,Hatchback,1.8,-0.9277387018035524,4.0,9,23,733,0,8,True,False,False,False,False,True,False,True,False,False,True,False,True,False
18503,TOYOTA,Prius,Sedan,1.8,0.8019490436650349,4.0,10,23,733,0,11,True,False,False,False,False,True,False,True,False,False,True,False,False,True
45473,HYUNDAI,kona,Jeep,2.0,-1.7373488482119583,4.0,8,7,1017,0,5,False,True,False,False,False,False,True,False,True,False,True,False,True,False
13000,LEXUS,IS 250,Sedan,2.5,-1.1312313777410332,4.0,6,11,544,0,11,True,False,False,False,False,False,True,True,False,False,True,False,False,True
17249,CHEVROLET,Cruze LTZ,Sedan,2.0,0.07518948674546042,4.0,6,2,332,1,12,True,False,False,True,False,False,False,False,True,False,True,False,True,False
14113,TOYOTA,Prius,Sedan,1.8,-1.7562445966918674,4.0,12,23,733,0,12,True,False,False,False,False,True,False,True,False,False,True,False,True,False
13015,HYUNDAI,Elantra,Sedan,1.8,-0.6221508433100097,4.0,6,7,395,0,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
18503,HYUNDAI,Sonata,Sedan,2.0,-0.4626125853750247,4.0,12,7,852,0,12,True,False,False,False,True,False,False,True,False,False,True,False,True,False
18531,HYUNDAI,Elantra,Sedan,1.6,-0.4579177186373243,4.0,4,7,395,0,12,True,False,False,False,False,False,True,True,False,False,True,False,True,False
45473,MERCEDES-BENZ,Sprinter,Microbus,2.3,-1.5818223030311696,4.0,2,13,879,1,15,True,False,False,True,False,False,False,False,True,True,False,False,True,False
18503,HYUNDAI,Elantra,Sedan,1.6,-1.3055664602549009,4.0,4,7,395,0,7,True,False,False,False,True,False,False,True,False,False,True,False,True,False
45473,TOYOTA,Camry,Sedan,2.5,-1.5047857899976946,4.0,12,23,257,0,4,True,False,False,False,False,False,True,False,True,False,True,False,True,False
26657,HYUNDAI,Sonata,Sedan,2.4,0.09488467073798089,4.0,0,7,852,0,10,True,False,False,False,False,False,True,True,False,False,True,False,True,False
10349,VOLKSWAGEN,Passat,Sedan,2.5,0.9414868785935933,6.0,8,24,710,0,11,True,False,False,False,False,False,True,False,True,False,True,False,True,False
14113,TOYOTA,Prius C,Hatchback,1.5,1.2380047778167795,4.0,4,23,740,0,11,True,False,False,False,False,True,False,True,False,False,True,False,True,False
14740,MERCEDES-BENZ,CLK 320 AMG,Coupe,3.2,1.5287086005846093,6.0,10,13,226,0,19,True,False,False,False,False,False,True,False,True,True,False,False,True,False
14113,HYUNDAI,Elantra,Sedan,1.8,0.8019490436650349,4.0,6,7,395,0,9,True,False,False,False,False,False,True,True,False,False,True,False,True,False
12541,CHEVROLET,Cruze,Sedan,1.6,-1.2767867818008856,4.0,4,2,327,0,7,True,False,False,True,False,False,False,True,False,False,True,False,True,False
14500,KIA,Optima,Sedan,2.0,-1.7562445966918674,4.0,0,10,683,0,12,True,False,False,False,False,False,True,False,True,False,True,False,True,False
29166,BMW,328,Sedan,2.0,-1.4175455727850688,4.0,4,1,31,1,9,True,False,False,False,False,False,True,False,True,False,True,False,True,False
11604,BMW,730 3.0,Sedan,3.0,2.60431274482558,8.0,8,1,97,1,21,True,False,False,True,False,False,False,True,False,False,True,False,True,False
10506,TOYOTA,ISIS,Minivan,2.0,-1.7562445966918674,4.0,4,23,551,0,16,False,True,True,False,False,False,False,False,True,False,True,False,False,True
36379,TOYOTA,Camry,Sedan,2.5,-1.1980932569776341,4.0,6,23,257,0,7,True,False,False,False,False,False,True,False,True,False,True,False,True,False
14113,MERCEDES-BENZ,C 180,Sedan,1.8,-0.7988842323617118,4.0,6,13,174,0,23,True,False,False,False,False,False,True,False,True,False,True,False,True,False
26196,HYUNDAI,H1,Minivan,2.5,-1.090823546376305,4.0,4,7,523,0,13,False,True,False,True,False,False,False,True,False,False,True,False,True,False
18503,HONDA,Insight,Hatchback,1.3,-0.6370348790357226,4.0,8,6,558,0,9,True,False,False,False,False,True,False,True,False,False,True,False,True,False
36065,BMW,328,Sedan,2.0,-1.2911184802633398,4.0,10,1,31,1,7,True,False,False,False,False,False,True,True,False,False,True,False,True,False
11133,HYUNDAI,Elantra,Sedan,2.0,-1.173063657837324,4.0,12,7,395,0,5,True,False,False,False,False,False,True,True,False,False,True,False,True,False
14821,SSANGYONG,Actyon,Sedan,2.0,0.46672393044031196,4.0,4,20,132,0,13,True,False,False,True,False,False,False,True,False,False,True,False,True,False
10976,HYUNDAI,Santa FE,Jeep,2.2,-0.4278298729808539,4.0,4,7,836,0,13,False,True,False,True,False,False,False,True,False,False,True,False,True,False
15681,HYUNDAI,Veloster,Hatchback,1.6,-0.70971083472768,4.0,12,7,936,0,12,True,False,False,False,False,False,True,False,True,True,False,False,True,False
25264,JEEP,Compass,Jeep,2.4,-0.8008319479742563,4.0,4,9,298,0,11,False,True,False,False,False,False,True,True,False,False,True,False,True,False
19444,TOYOTA,Prius,Hatchback,1.8,1.1071880575712563,4.0,6,23,733,0,13,True,False,False,False,False,True,False,True,False,False,True,False,True,False
15053,TOYOTA,Aqua,Hatchback,1.5,0.5839211765891625,4.0,2,23,138,0,11,True,False,False,False,False,True,False,True,False,False,True,False,False,True
11000,TOYOTA,Prius,Hatchback,1.5,0.8891601904953839,2.0,6,23,733,0,15,True,False,False,False,False,True,False,True,False,False,True,False,True,False
24932,HYUNDAI,H1,Minivan,2.5,-0.5255644981953983,4.0,4,7,523,0,13,False,True,False,True,False,False,False,True,False,False,True,False,True,False
19726,MERCEDES-BENZ,Sprinter 411,Goods wagon,2.2,2.31360892205775,4.0,2,13,889,1,21,True,False,False,True,False,False,False,False,True,True,False,False,True,False
28225,TOYOTA,RAV 4,Jeep,2.5,-0.8986683195267694,6.0,0,23,784,0,10,False,True,False,False,False,False,True,True,False,False,True,False,True,False
17562,TOYOTA,Prius C,Sedan,1.5,-0.4771477765134162,4.0,10,23,740,0,8,True,False,False,False,False,True,False,True,False,False,True,False,True,False
42764,HYUNDAI,H1,Universal,2.5,-0.14328897125570206,4.0,4,7,523,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
16778,CHEVROLET,Orlando,Jeep,2.0,-1.2717430704758639,4.0,4,2,694,0,8,False,True,False,False,True,False,False,True,False,False,True,False,True,False
24709,HYUNDAI,Tucson,Jeep,2.0,0.44715956316803707,4.0,4,7,926,0,13,False,True,False,True,False,False,False,True,False,False,True,False,True,False
17405,TOYOTA,Aqua,Hatchback,1.5,0.3949636917900732,4.0,2,23,138,0,11,True,False,False,False,False,False,True,True,False,False,True,False,False,True
21953,MERCEDES-BENZ,Sprinter,Microbus,2.2,-0.30272548285271833,4.0,4,13,879,1,17,True,False,False,True,False,False,False,False,True,False,True,False,True,False
16621,MERCEDES-BENZ,CLS 350,Sedan,3.5,1.3148668685565938,6.0,6,13,229,0,19,True,False,False,False,False,False,True,False,True,False,True,False,True,False
45473,FORD,Transit 350T,Microbus,2.4,2.458960833441665,4.0,1,5,917,1,16,True,False,False,True,False,False,False,False,True,False,True,False,True,False
31047,MERCEDES-BENZ,ML 350,Jeep,3.0,0.04611910446867744,6.0,10,13,632,0,13,False,True,False,True,False,False,False,False,True,False,True,False,True,False
20385,FORD,Fusion,Sedan,2.0,0.8717179611293141,4.0,8,5,472,0,9,True,False,False,False,False,True,False,True,False,False,True,False,True,False
15677,FORD,Fiesta,Sedan,1.6,-0.6690122995401839,4.0,8,5,452,0,7,True,False,False,False,False,False,True,True,False,False,True,False,True,False
15693,JEEP,Compass,Jeep,2.4,0.6255790343917926,4.0,4,9,298,0,14,False,True,False,False,False,False,True,True,False,False,True,False,True,False
21012,FORD,Fusion,Sedan,2.0,0.2350765892677668,4.0,12,5,472,1,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
23521,SUBARU,XV,Jeep,2.0,-1.7446164437811542,6.0,6,21,1003,0,10,False,True,False,False,False,True,False,True,False,False,True,False,False,True
15053,TOYOTA,Prius,Hatchback,1.5,0.30775254495972426,4.0,4,23,733,0,15,True,False,False,False,False,True,False,True,False,False,True,False,True,False
19444,NISSAN,Juke,Jeep,1.6,-0.30272548285271833,4.0,8,16,583,1,11,False,True,False,False,False,False,True,True,False,False,True,False,True,False
38822,HONDA,FIT,Universal,1.5,-1.7057493426770953,4.0,4,6,432,0,6,False,True,False,False,False,True,False,True,False,False,True,False,True,False
20385,VOLKSWAGEN,Passat,Sedan,1.8,-0.1864439537455864,4.0,12,24,710,1,9,True,False,False,False,False,False,True,False,True,False,True,False,True,False
17249,VOLKSWAGEN,Passat,Sedan,2.5,-0.44807739423663323,5.0,10,24,710,0,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
17876,VOLKSWAGEN,Passat,Sedan,1.8,-0.5934293056205481,4.0,8,24,710,1,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
24709,SSANGYONG,REXTON,Jeep,2.0,-0.10841904771470089,4.0,4,20,792,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
16621,TOYOTA,Prius,Hatchback,1.8,0.42403407406685617,4.0,12,23,733,0,13,True,False,False,False,False,True,False,True,False,False,True,False,True,False
39201,MERCEDES-BENZ,GLE 350,Jeep,3.5,-0.367537900138806,6.0,0,13,502,0,6,False,True,False,False,False,False,True,True,False,False,True,False,True,False
21410,CHEVROLET,Malibu,Sedan,2.0,0.14905732811076597,4.0,4,2,646,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
24029,SSANGYONG,REXTON,Jeep,2.7,0.4523631615955812,4.0,4,20,792,0,13,False,True,False,True,False,False,False,True,False,False,True,False,True,False
41867,HONDA,FIT,Universal,1.5,-1.331526311628068,4.0,4,6,432,0,6,False,True,False,False,False,True,False,True,False,False,True,False,True,False
44608,HYUNDAI,Sonata,Sedan,2.0,-0.8305418786611285,4.0,4,7,852,0,7,True,False,False,False,False,False,True,True,False,False,True,False,True,False
37066,HYUNDAI,Elantra,Sedan,1.6,-1.4599011197623417,4.0,4,7,395,0,5,True,False,False,False,False,False,True,True,False,False,True,False,True,False
21953,TOYOTA,Prius,Hatchback,1.8,-0.767851599281246,4.0,12,23,733,0,11,True,False,False,False,False,True,False,False,True,False,True,False,True,False
14113,VOLKSWAGEN,Jetta,Sedan,1.8,-1.0933672048255234,4.0,0,24,567,0,8,True,False,False,False,False,False,True,True,False,False,True,False,True,False
19416,SSANGYONG,REXTON,Jeep,2.7,-0.3294120937828051,4.0,4,20,792,0,13,False,True,False,True,False,False,False,True,False,False,True,False,True,False
26657,TOYOTA,Camry,Sedan,2.5,0.6624112087364766,4.0,8,23,257,0,11,True,False,False,False,False,False,True,False,True,False,True,False,True,False
11917,HONDA,Insight,Hatchback,1.3,0.2595538511448181,4.0,6,6,558,0,14,True,False,False,False,False,False,True,True,False,False,True,False,True,False
34184,MERCEDES-BENZ,CLA 250,Coupe,2.0,-1.1312313777410332,5.0,10,13,220,1,8,True,False,False,False,False,False,True,False,True,False,True,False,True,False
13799,OPEL,Zafira,Minivan,1.7,0.8019490436650349,4.0,10,17,1012,1,13,False,True,False,True,False,False,False,False,True,False,True,False,True,False
11149,TOYOTA,Ist 1.5,Hatchback,1.5,-0.14122497411405047,4.0,2,23,565,0,21,True,False,False,False,False,False,True,True,False,False,True,False,False,True
20228,KIA,Optima,Sedan,2.0,-1.3330961122710143,4.0,4,10,683,0,7,True,False,False,False,False,False,True,True,False,False,True,False,True,False
11133,TOYOTA,Sienna,Sedan,3.5,-0.15764974010043287,6.0,12,23,844,0,6,True,False,False,False,False,False,True,True,False,False,True,False,True,False
29793,MINI,Countryman,Jeep,1.6,-1.0047752148370273,4.0,12,14,314,1,9,False,True,False,False,False,False,True,False,True,False,True,False,True,False
